,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v
740,Social and behavioural sciences,"Sociology/Middle Eastern,Jewish and Islamic Civilisations",TR592,531,,,,531,,539,8,Trinity College Dublin,,,
741,Arts,Mathematics/Modern Language,TR597,613,,,,613,,613,8,Trinity College Dublin,,,
742,Arts,Mathematics/Music,TR598,625,,,,625,,625,8,Trinity College Dublin,#,,
743,Arts,Mathematics/Philosophy,TR599,625,,,,625,,625,8,Trinity College Dublin,,,
744,Arts,Music/Philosophy,TR629,533,,,,533,,533,8,Trinity College Dublin,#,,
745,Arts,Music/Drama Studies,TR635,532,,,,532,,532,8,Trinity College Dublin,#,,
746,Arts,Music/Modern Language,TR636,530,,,,530,,555,8,Trinity College Dublin,#,,
747,Arts,Music/Religion,TR638,,,,,,,,8,Trinity College Dublin,#,,
748,Arts,Philosophy/Modern Language,TR639,520,,,,520,,540,8,Trinity College Dublin,,,
749,Arts,Philosophy/Sociology,TR662,531,,,,531,,542,8,Trinity College Dublin,,,
750,Arts,Religion/Classical Civilisation,TR663,418,,,,418,,442,8,Trinity College Dublin,,,
751,Arts,Religion/English Literature,TR664,968,,,,966,,,8,Trinity College Dublin,,,
752,Arts,Religion/History of Art and Architecture,TR665,369,,,,369,,494,8,Trinity College Dublin,,,
753,Arts,Religion/Modern Language,TR666,,,,,,,,8,Trinity College Dublin,,,
754,Arts,French/Modern Language,TR667,466,,,,466,,508,8,Trinity College Dublin,,,
755,Arts,German/Modern Language,TR668,441,,,,441,,521,8,Trinity College Dublin,,,
756,Arts,Irish/Modern Language,TR669,464,,,,464,,533,8,Trinity College Dublin,,,
757,Arts,Italian/Modern Language,TR670,462,,,,462,,498,8,Trinity College Dublin,,,
758,Arts,Russian/Modern Language,TR671,501,,,,501,,525,8,Trinity College Dublin,,,
759,Arts,Spanish/Modern Language,TR672,486,,,,486,,552,8,Trinity College Dublin,,,
760,Arts,Sociology/Modern Language,TR756,522,,,,522,,545,8,Trinity College Dublin,,,
761,Social and behavioural sciences,Modern Language/Social Policy,TR757,555,,,,555,,566,8,Trinity College Dublin,,,
762,Social and behavioural sciences,Social Policy/Political Science,TR758,566,,,,566,,597,8,Trinity College Dublin,,,
763,Social and behavioural sciences,Sociology/Social Policy,TR759,554,*,,,554,,579,8,Trinity College Dublin,,,
767,Health,Children`s and General Nursing (Integrated),TR911,531,*,,,529,*,544,8,Trinity College Dublin,,,
768,Health,Midwifery,TR913,521,,,,520,,543,8,Trinity College Dublin,,,
769,Architecture and construction,Architecture,DN100,555,,,,553,,577,8,University College Dublin (NUI),,,
770,Architecture and construction,Landscape Architecture,DN120,463,,435,,430,,484,8,University College Dublin (NUI),,,
771,Architecture and construction,City Planning and Environmental Policy,DN130,445,,424,,420,,474,8,University College Dublin (NUI),,,
772,Engineering and engineering trades,Engineering (Common Entry),DN150,565,*,,,556,*,601,8,University College Dublin (NUI),,,
773,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (options),DN200,577,,567,,566,,589,8,University College Dublin (NUI),,,
774,Information and Communication Technologies (ICTs),Computer Science (Common Entry),DN201,554,,549,,542,,558,8,University College Dublin (NUI),,,
775,Mathematics and statistics,Actuarial and Financial Studies,DN230,613,*,613,*,613,,625,8,University College Dublin (NUI),,,
776,Environment,Sustainability,DN240,510,,,,506,,532,8,University College Dublin (NUI),,,
777,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science (options),DN250,454,,444,,440,,489,8,University College Dublin (NUI),,,
778,Agriculture,Food Science,DN261,531,,,,522,,544,8,University College Dublin (NUI),,,
779,Health,Human Nutrition,DN262,566,,,,566,,577,8,University College Dublin (NUI),,,
780,Veterinary,Veterinary Medicine - Undergraduate Entry,DN300,601,*,,,601,*,613,8,University College Dublin (NUI),#,,
781,Veterinary,Veterinary Medicine - Graduate Entry (GAMSAT required),DN301,#,,,,#,,,8,University College Dublin (NUI),#,,
782,Veterinary,Veterinary Nursing,DN310,521,,509,,486,,522,8,University College Dublin (NUI),,,
783,Health,Medicine - Undergraduate Entry (HPAT required),DN400,743,*,,,743,*,751,8,University College Dublin (NUI),#,,
784,Health,Medicine - Graduate Entry (GAMSAT required),DN401,61,*,,,61,*,63,8,University College Dublin (NUI),#,,
785,Health,Radiography,DN410,566,*,566,*,565,*,578,8,University College Dublin (NUI),,,
786,Health,Radiography - Graduate Entry,DN411,#,,,,#,,,8,University College Dublin (NUI),,,
787,Health,Physiotherapy,DN420,601,*,601,*,601,*,613,8,University College Dublin (NUI),,,
788,Health,Health and Performance Science,DN425,544,,543,,541,,555,8,University College Dublin (NUI),,,
789,Business and administration,Sport and Exercise Management,DN430,484,,476,,473,,499,8,University College Dublin (NUI),,,
790,Biological and related sciences,"Biomedical, Health and Life Sciences",DN440,613,*,613,*,613,*,618,8,University College Dublin (NUI),,,
791,Health,General Nursing,DN450,462,*,,,462,*,490,8,University College Dublin (NUI),,,
792,Health,Children`s and General Nursing (Integrated),DN451,533,,,,532,,554,8,University College Dublin (NUI),,,
793,Health,Midwifery,DN452,510,,509,*,507,,511,8,University College Dublin (NUI),,,
794,Health,Mental Health Nursing,DN453,442,,,,441,*,451,8,University College Dublin (NUI),,,
795,Arts,Joint Honours (options),DN520,381,,378,,356,,445,8,University College Dublin (NUI),,,
796,Humanities (except languages),Humanities (options),DN530,397,,388,,359,,465,8,University College Dublin (NUI),,,
797,Languages,Modern Languages (options),DN541,320,,,,320,,423,8,University College Dublin (NUI),,,
798,Law,Law (options),DN600,576,,567,*,566,,588,8,University College Dublin (NUI),,,
799,Business and administration,Business and Law,DN610,573,,567,,566,,589,8,University College Dublin (NUI),,,
800,Business and administration,Commerce,DN650,555,,,,554,*,567,8,University College Dublin (NUI),,,
801,Business and administration,Commerce International (options),DN660,555,,554,*,554,,567,8,University College Dublin (NUI),,,
802,Business and administration,Economics and Finance,DN670,625,*,625,,625,,625,8,University College Dublin (NUI),,,
803,Social and behavioural sciences,Social Sciences (options),DN700,475,,474,,463,,509,8,University College Dublin (NUI),,,
804,Social and behavioural sciences,Economics,DN710,534,,532,*,522,,544,8,University College Dublin (NUI),,,
805,Social and behavioural sciences,Psychology,DN720,566,,564,,555,,577,8,University College Dublin (NUI),,,
806,Social and behavioural sciences,Social Policy and Sociology,DN750,421,,,,408,,441,8,University College Dublin (NUI),,,
830,Business and administration,Accounting and Finance,DK810,307,,307,,307,,399,8,Dundalk Institute of Technology,,avp,
831,Business and administration,Business Studies,DK816,301,,301,,301,,382,8,Dundalk Institute of Technology,,avp,
832,Information and Communication Technologies (ICTs),Computing in Games Development,DK820,309,,309,,309,,381,8,Dundalk Institute of Technology,,avp,
833,Information and Communication Technologies (ICTs),Computing in Software Development,DK821,320,,316,,307,,379,8,Dundalk Institute of Technology,,,
834,Information and Communication Technologies (ICTs),Augmented and Virtual Reality,DK822,320,,320,,307,,340,8,Dundalk Institute of Technology,,avp,
835,Architecture and construction,Building Surveying,DK830,305,,,,305,,378,8,Dundalk Institute of Technology,,avp,
836,Architecture and construction,Architectural Technology,DK831,368,,314,,314,,377,8,Dundalk Institute of Technology,,avp,
837,Architecture and construction,Construction Management,DK832,358,,305,,305,,362,8,Dundalk Institute of Technology,,avp,
838,Engineering and engineering trades,Engineering (Common Entry),DK843,404,,391,,391,,466,8,Dundalk Institute of Technology,,avp,
839,Engineering and engineering trades,Mechanical Engineering,DK844,336,,336,,336,,435,8,Dundalk Institute of Technology,,avp,
840,Engineering and engineering trades,Electrical and Electronic Engineering,DK845,331,,331,,331,,434,8,Dundalk Institute of Technology,,avp,
841,Architecture and construction,Civil Engineering,DK846,371,,371,,371,,465,8,Dundalk Institute of Technology,,avp,
842,Personal services,International Tourism Management,DK850,303,,303,,303,,417,8,Dundalk Institute of Technology,,avp,
843,Social and behavioural sciences,Arts,DK861,302,,302,,300,,347,8,Dundalk Institute of Technology,,avp,
844,Welfare,Social Care,DK862,322,,319,,301,,348,8,Dundalk Institute of Technology,,,
845,Arts,Creative Media,DK863,336,,320,,309,,432,8,Dundalk Institute of Technology,,,
846,Arts,Film and Television Production,DK864,308,,,,308,,399,8,Dundalk Institute of Technology,,,
847,Arts,Audio and Music Production,DK865,352,,,,308,,404,8,Dundalk Institute of Technology,,,
848,Health,General Nursing,DK870,440,*,440,*,433,,451,8,Dundalk Institute of Technology,,,
849,Health,Intellectual Disability Nursing,DK872,367,,366,,347,,368,8,Dundalk Institute of Technology,,,
850,Health,Mental Health Nursing,DK874,398,,,,391,,414,8,Dundalk Institute of Technology,,,
851,Welfare,Early Childhood Studies,DK876,300,,300,,300,,357,8,Dundalk Institute of Technology,,avp,
852,Health,Midwifery,DK877,482,,477,,470,,495,8,Dundalk Institute of Technology,,,
853,Health,Health and Physical Activity,DK880,301,,301,,300,,397,8,Dundalk Institute of Technology,,avp,
854,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agriculture (Award options),DK882,342,,,,342,,402,8,Dundalk Institute of Technology,,,
855,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (Award options),DK883,373,,368,,302,,384,8,Dundalk Institute of Technology,,,
856,Agriculture,Sustainable Agriculture,DK884,348,,,,348,,397,8,Dundalk Institute of Technology,,,
857,Manufacturing and processing,Agri-Food Production,DK885,,,,,,,0,8,Dundalk Institute of Technology,,,
858,Manufacturing and processing,Biopharmaceutical Science,DK886,379,,,,347,,388,8,Dundalk Institute of Technology,,,
859,Environment,Environmental Science,DK887,377,,,,377,,440,8,Dundalk Institute of Technology,,,
867,Business and administration,Accounting,GA181,303,,,,303,,400,8,Galway-Mayo Institute of Technology,,,
868,Business and administration,Business,GA182,285,,,,285,,369,8,Galway-Mayo Institute of Technology,,,
869,Information and Communication Technologies (ICTs),Business Information Systems,GA183,298,,,,298,,358,8,Galway-Mayo Institute of Technology,,,
870,Business and administration,Marketing and Sales,GA184,300,,,,300,,368,8,Galway-Mayo Institute of Technology,,,
871,Business and administration,Finance and Economics,GA185,318,,,,318,,378,8,Galway-Mayo Institute of Technology,,,
872,Business and administration,Business with Entrepreneurship,GA186,287,,,,287,,346,8,Galway-Mayo Institute of Technology,,,
873,Agriculture,Rural Enterprise and Agri-Business,GA187,291,,,,291,,358,8,Galway-Mayo Institute of Technology,,,
877,Arts,Film and Documentary,GA281,310,,301,,301,,358,8,Galway-Mayo Institute of Technology,,,
878,Social and behavioural sciences,Heritage Studies,GA282,252,,,,252,,343,8,Galway-Mayo Institute of Technology,,,
879,Arts,Contemporary Art (portfolio),GA283,790,,,,790,,876,8,Galway-Mayo Institute of Technology,#,,
880,Arts,Design,GA284,331,,,,331,,398,8,Galway-Mayo Institute of Technology,,,
881,Education,"Education (Art, Design and Graphics)",GA285,406,,,,406,,442,8,Galway-Mayo Institute of Technology,,,
890,Personal services,International Hotel Management,GA380,218,,,,218,,320,8,Galway-Mayo Institute of Technology,,,
891,Personal services,International Tourism Management,GA381,252,,,,252,,317,8,Galway-Mayo Institute of Technology,,,
892,Manufacturing and processing,Culinary and Gastronomic Science,GA382,235,,,,235,,375,8,Galway-Mayo Institute of Technology,,,
893,Personal services,Event Management with Public Relations,GA384,230,,,,230,,340,8,Galway-Mayo Institute of Technology,,,
898,Architecture and construction,Construction Management,GA480,302,,,,302,,359,8,Galway-Mayo Institute of Technology,,,
899,Architecture and construction,Quantity Surveying and Construction Economics,GA482,304,,,,304,,388,8,Galway-Mayo Institute of Technology,,,
900,Architecture and construction,Architectural Technology,GA483,281,,273,,273,,361,8,Galway-Mayo Institute of Technology,,,
901,Architecture and construction,Civil Engineering,GA484,377,,,,377,,421,8,Galway-Mayo Institute of Technology,,,
903,Engineering and engineering trades,Software and Electronic Engineering,GA580,300,,,,300,,388,8,Galway-Mayo Institute of Technology,,,
910,Engineering and engineering trades,Mechanical Engineering,GA680,400,,,,400,,455,8,Galway-Mayo Institute of Technology,,,
911,Engineering and engineering trades,Energy Engineering,GA681,312,,,,312,,392,8,Galway-Mayo Institute of Technology,,,
912,Engineering and engineering trades,Biomedical Engineering,GA682,331,,,,331,,413,8,Galway-Mayo Institute of Technology,,,
913,Engineering and engineering trades,Agricultural Engineering,GA683,304,,,,304,,390,8,Galway-Mayo Institute of Technology,,,
914,Engineering and engineering trades,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,GA684,413,,,,413,,456,8,Galway-Mayo Institute of Technology,,,
915,Manufacturing and processing,Manufacturing Engineering Design,GA685,336,,,,336,,377,8,Galway-Mayo Institute of Technology,,,
924,Biological and related sciences,Applied Freshwater and Marine Biology,GA780,366,,,,366,,435,8,Galway-Mayo Institute of Technology,,,
925,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA781,381,,,,381,,442,8,Galway-Mayo Institute of Technology,,,
926,Environment,Chemical and Pharmaceutical Science,GA782,356,,,,356,,398,8,Galway-Mayo Institute of Technology,,,
927,Physical sciences,Physics and Instrumentation,GA783,301,,,,301,,387,8,Galway-Mayo Institute of Technology,,,
928,Biological and related sciences,Science (Undenominated),GA784,445,,,,445,,466,8,Galway-Mayo Institute of Technology,,,
929,Health,Medical Science,GA785,517,,510,,510,,532,8,Galway-Mayo Institute of Technology,,,
930,Physical sciences,Forensic Science and Analysis,GA786,408,,408,,408,,462,8,Galway-Mayo Institute of Technology,,,
931,Information and Communication Technologies (ICTs),Computing in Software Development,GA787,310,,,,310,,381,8,Galway-Mayo Institute of Technology,,,
932,Information and Communication Technologies (ICTs),Computing and Digital Media,GA788,270,,,,270,,314,8,Galway-Mayo Institute of Technology,,,
933,Agriculture,Agriculture and Environmental Management,GA789,340,,,,340,,392,8,Galway-Mayo Institute of Technology,,,
934,Personal services,Sport and Exercise Science,GA790,376,,366,,366,,431,8,Galway-Mayo Institute of Technology,,,
935,Biological and related sciences,Public Health Nutrition,GA791,368,,,,368,,431,8,Galway-Mayo Institute of Technology,,,
943,Health,General Nursing,GA880,440,*,,,440,*,455,8,Galway-Mayo Institute of Technology,,,
944,Health,Psychiatric Nursing,GA882,369,,,,369,,398,8,Galway-Mayo Institute of Technology,,,
945,Personal services,Outdoor Education,GA885,269,,,,269,,360,8,Galway-Mayo Institute of Technology,,,
946,Humanities (except languages),History and Geography,GA887,201,,,,201,,288,8,Galway-Mayo Institute of Technology,,,
947,Welfare,Applied Social Care,GA889,265,,,,265,,339,8,Galway-Mayo Institute of Technology,,,
948,Education,Early Childhood Education and Care,GA890,281,,227,,227,,336,8,Galway-Mayo Institute of Technology,,,
949,Environment,Geography and Outdoor Education,GA891,261,,,,261,,366,8,Galway-Mayo Institute of Technology,,,
950,Welfare,Community Development and Youth Work (Level 8),GA892,,,,,,,0,8,Galway-Mayo Institute of Technology,,,
955,Education,Education (Design Graphics and Construction),GA980,410,,,,410,,435,8,Galway-Mayo Institute of Technology,,,
956,Arts,Furniture Design and Manufacture,GA981,346,,,,346,,385,8,Galway-Mayo Institute of Technology,,,
957,Arts,Furniture Making and Architectural Woodworking,GA982,360,,,,360,,402,8,Galway-Mayo Institute of Technology,,,
958,Arts,Furniture and Digital Manufacturing,GA983,,,,,,,0,8,Galway-Mayo Institute of Technology,,,
959,Arts,"Furniture Design, Making and Technology - Common Entry",GA984,486,,467,,467,,498,8,Galway-Mayo Institute of Technology,,,
960,Arts,Arts (Joint-Honours),GY101,327,,326,,326,,423,8,"National University of Ireland, Galway",,,
961,Social and behavioural sciences,BSc (Psychology),GY104,564,,555,,545,,566,8,"National University of Ireland, Galway",,,
962,Humanities (except languages),Arts (History),GY105,357,,,,357,,424,8,"National University of Ireland, Galway",,,
963,Education,Arts (Mathematics and Education),GY109,413,,,,413,,487,8,"National University of Ireland, Galway",,,
964,Social and behavioural sciences,Arts (Children and Youth Studies - options),GY110,387,,,,387,,440,8,"National University of Ireland, Galway",,,
965,Arts,Arts (English and Creative Writing),GY111,421,,420,,420,,518,8,"National University of Ireland, Galway",,,
966,Social and behavioural sciences,Arts with Human Rights,GY113,413,,,,413,,477,8,"National University of Ireland, Galway",,,
967,Arts,Arts with Performing Arts Studies,GY115,300,,,,300,,393,8,"National University of Ireland, Galway",,,
968,Arts,"Arts (Drama, Theatre and Performance Studies)",GY118,453,,430,,430,,476,8,"National University of Ireland, Galway",,,
969,Journalism and information,Arts (Journalism),GY119,484,,473,,473,,521,8,"National University of Ireland, Galway",,,
970,Arts,Na Dána (Cumarsáid agus Gaeilge),GY122,410,,,,410,,496,8,"National University of Ireland, Galway",,,
971,Social and behavioural sciences,Applied Social Sciences,GY123,419,,,,419,,451,8,"National University of Ireland, Galway",,,
972,Arts,Arts (Digital Arts and Technology),GY125,403,,,,403,,444,8,"National University of Ireland, Galway",,,
973,Arts,Arts (Film and Digital Media),GY127,430,,421,,421,,488,8,"National University of Ireland, Galway",,,
974,Languages,Arts (Global Languages),GY128,346,,,,346,,468,8,"National University of Ireland, Galway",,,
975,Arts,Arts (Global Experience),GY129,465,,,,465,,522,8,"National University of Ireland, Galway",,,
976,Arts,Arts (Music),GY130,462,,,,462,,498,8,"National University of Ireland, Galway",,,
977,Social and behavioural sciences,"Government (Politics, Economics and Law)",GY132,465,,451,,451,,495,8,"National University of Ireland, Galway",,,
978,Education,Education (Computer Science and Mathematical Studies),GY133,454,,,,454,,476,8,"National University of Ireland, Galway",,,
979,Physical sciences,Geography and Geosystems,GY134,425,,,,425,,476,8,"National University of Ireland, Galway",,,
980,Arts,Arts (Global Media),GY135,442,,,,442,,484,8,"National University of Ireland, Galway",,,
981,Languages,Na Dána (Léann Teanga - options),GY136,526,,,,526,,526,8,"National University of Ireland, Galway",,,
982,Business and administration,Commerce,GY201,476,,,,476,,499,8,"National University of Ireland, Galway",,,
983,Business and administration,Commerce (International) with French,GY202,520,,,,520,,548,8,"National University of Ireland, Galway",,,
984,Business and administration,Commerce (International) with German,GY203,518,,,,518,,532,8,"National University of Ireland, Galway",,,
985,Business and administration,Commerce (International) with Spanish,GY204,506,,,,506,,531,8,"National University of Ireland, Galway",,,
986,Business and administration,Business Information Systems (Work Placement and Optional Int`l Study),GY206,509,,,,509,,544,8,"National University of Ireland, Galway",,,
987,Business and administration,Commerce (Accounting) including optional Global Experience year,GY207,543,,,,543,,578,8,"National University of Ireland, Galway",,,
988,Business and administration,Commerce (Gaeilge),GY208,508,,,,508,,547,8,"National University of Ireland, Galway",,,
989,Business and administration,Commerce (Global Experience),GY209,551,,,,551,,578,8,"National University of Ireland, Galway",,,
990,Law,Law and Business,GY250,510,,,,510,,541,8,"National University of Ireland, Galway",,,
991,Law,Law (BCL),GY251,542,,,,542,,554,8,"National University of Ireland, Galway",,,
992,Law,Law (BCL) and Human Rights,GY252,565,,,,565,,567,8,"National University of Ireland, Galway",,,
993,Law,Law and Taxation,GY253,506,,,,506,,531,8,"National University of Ireland, Galway",,,
994,Law,"Law (BCL), Criminology and Criminal Justice",GY254,548,,,,548,,566,8,"National University of Ireland, Galway",,,
995,Business and administration,Business Studies in International Hotel Management (interview),GY261,503,,,,503,,647,8,"National University of Ireland, Galway",#,,
996,Business and administration,Commerce in International Hotel Management (interview),GY262,709,,,,709,,743,8,"National University of Ireland, Galway",#,,
997,Biological and related sciences,Science,GY301,489,,488,,488,,529,8,"National University of Ireland, Galway",,,
998,Biological and related sciences,Biomedical Science,GY303,613,,,,613,,613,8,"National University of Ireland, Galway",,,
999,Engineering and engineering trades,Biotechnology,GY304,498,,495,,495,,522,8,"National University of Ireland, Galway",,,
1000,Environment,Environmental Science,GY308,431,,430,,430,,473,8,"National University of Ireland, Galway",,,
1001,Mathematics and statistics,Financial Mathematics and Economics,GY309,509,,,,509,,565,8,"National University of Ireland, Galway",,,
1002,Physical sciences,Marine Science,GY310,467,,,,467,,499,8,"National University of Ireland, Galway",,,
1003,Hygiene and occupational health services,Environmental Health and Safety,GY313,412,,,,412,,452,8,"National University of Ireland, Galway",,,
1004,Physical sciences,Earth and Ocean Sciences,GY314,422,,,,422,,463,8,"National University of Ireland, Galway",,,
1005,Biological and related sciences,Biopharmaceutical Chemistry,GY318,555,,,,555,,581,8,"National University of Ireland, Galway",,,
1006,Mathematics and statistics,Mathematical Science,GY319,543,,,,543,,589,8,"National University of Ireland, Galway",,,
1007,Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY320,465,,,,465,,533,8,"National University of Ireland, Galway",,,
1008,Biological and related sciences,Genetics and Genomics,GY321,532,,,,532,,565,8,"National University of Ireland, Galway",,,
1009,Agriculture,Agricultural Sciences,GY322,485,,,,485,,518,8,"National University of Ireland, Galway",,,
1010,Information and Communication Technologies (ICTs),Computer Science and Information Technology,GY350,495,,,,495,,521,8,"National University of Ireland, Galway",,,
1011,Engineering and engineering trades,Engineering (Undenominated),GY401,522,,520,,520,,555,8,"National University of Ireland, Galway",,,
1012,Architecture and construction,Civil Engineering,GY402,533,,521,,521,,545,8,"National University of Ireland, Galway",,,
1013,Engineering and engineering trades,Mechanical Engineering,GY405,541,,,,541,,589,8,"National University of Ireland, Galway",,,
1014,Engineering and engineering trades,Electronic and Computer Engineering,GY406,555,,,,555,,566,8,"National University of Ireland, Galway",,,
1015,Engineering and engineering trades,Biomedical Engineering,GY408,554,,,,554,,578,8,"National University of Ireland, Galway",,,
1016,Architecture and construction,Project and Construction Management,GY410,431,,,,431,,455,8,"National University of Ireland, Galway",,,
1017,Engineering and engineering trades,Energy Systems Engineering,GY413,509,,,,509,,543,8,"National University of Ireland, Galway",,,
1018,Engineering and engineering trades,Electrical and Electronic Engineering,GY414,433,,,,433,,476,8,"National University of Ireland, Galway",,,
1019,Health,"Medicine (five year/six year course, HPAT required)",GY501,737,*,737,*,737,*,740,8,"National University of Ireland, Galway",#,,
1020,Health,Occupational Therapy,GY502,601,,,,601,,602,8,"National University of Ireland, Galway",,,
1021,Health,Speech and Language Therapy,GY503,578,,,,578,,590,8,"National University of Ireland, Galway",,,
1022,Health,Podiatric Medicine,GY504,531,,526,,510,,533,8,"National University of Ireland, Galway",,,
1023,Health,General Nursing (Galway and Portiuncula),GY515,502,,496,,476,,507,8,"National University of Ireland, Galway",,,
1024,Health,Mental Health Nursing,GY516,475,,441,,412,,451,8,"National University of Ireland, Galway",,,
1025,Health,Midwifery,GY517,520,,509,,507,,532,8,"National University of Ireland, Galway",,,
1028,Business and administration,Business - Accounting,LY108,312,,,,312,,432,8,Letterkenny Institute of Technology,,,
1029,Business and administration,Business,LY118,288,,,,288,,387,8,Letterkenny Institute of Technology,,,
1030,Business and administration,Marketing with Online Technologies,LY128,261,,261,,261,,369,8,Letterkenny Institute of Technology,,avp,
1033,Law,Law,LY208,300,,290,,290,,388,8,Letterkenny Institute of Technology,,,
1034,Personal services,Sports and Exercise - Common Entry,LY228,290,,,,290,,379,8,Letterkenny Institute of Technology,,,
1037,Arts,Design - Common Entry,LY408,301,,,,301,,380,8,Letterkenny Institute of Technology,#,,
1043,Architecture and construction,Fire Safety Engineering,LY508,283,,,,283,,352,8,Letterkenny Institute of Technology,,,
1044,Architecture and construction,Quantity Surveying,LY518,304,,,,304,,387,8,Letterkenny Institute of Technology,,,
1046,Architecture and construction,Construction Management,LY528,262,,,,262,,298,8,Letterkenny Institute of Technology,,,
1047,Architecture and construction,Architectural Technology,LY538,234,,234,,234,,403,8,Letterkenny Institute of Technology,,avp,
1050,Engineering and engineering trades,Mechanical Engineering,LY608,300,,,,300,,390,8,Letterkenny Institute of Technology,,,
1052,Engineering and engineering trades,Electronic Engineering,LY618,321,,,,321,,368,8,Letterkenny Institute of Technology,,,
1054,Information and Communication Technologies (ICTs),Applied Computing,LY708,320,,,,320,,430,8,Letterkenny Institute of Technology,,,
1057,Information and Communication Technologies (ICTs),Computer Science,LY748,316,,,,316,,421,8,Letterkenny Institute of Technology,,avp,
1061,Biological and related sciences,Science - Common Entry,LY818,302,,,,302,,411,8,Letterkenny Institute of Technology,,,
1063,Agriculture,Agriculture - Common Entry,LY828,308,,300,,300,,360,8,Letterkenny Institute of Technology,,,
1071,Health,General Nursing,LY908,429,*,,,429,*,441,8,Letterkenny Institute of Technology,,,
1073,Health,Psychiatric Nursing,LY918,367,*,,,361,,399,8,Letterkenny Institute of Technology,,,
1074,Health,Intellectual Disability Nursing,LY928,357,,,,342,,386,8,Letterkenny Institute of Technology,,,
1075,Welfare,"Early Childhood Care, Health and Education",LY968,288,,,,288,,380,8,Letterkenny Institute of Technology,,,
1076,Health,Health and Social Care - Common Entry,LY978,279,,,,279,,347,8,Letterkenny Institute of Technology,,,
1077,Arts,Contemporary and Applied Theatre Studies,MI001,209,,,,209,,484,8,Mary Immaculate College,,,
1078,Arts,Arts,MI002,280,,,,280,,408,8,Mary Immaculate College,,,
1079,Education,Education - Primary Teaching - International,MI004,589,,,,589,,601,8,Mary Immaculate College,,,
1080,Education,Education - Primary Teaching,MI005,522,,,,522,,554,8,Mary Immaculate College,,,
1081,Education,Education - Primary Teaching - Gaeltacht Applicants,MI006,485,,,,485,,522,8,Mary Immaculate College,#,,
1082,Education,Early Childhood Care and Education,MI007,409,,,,409,,462,8,Mary Immaculate College,,,
1083,Education,Education and Psychology - Primary Teaching,MI008,590,,,,590,,602,8,Mary Immaculate College,,,
1084,Education,"Education, Business Studies and Accounting",MI009,434,,,,434,,477,8,Mary Immaculate College,,,
1085,Education,"Education, Business Studies and Religious Studies",MI010,370,,,,370,,412,8,Mary Immaculate College,,,
1086,Education,"Education, Gaeilge and Religious Studies",MI011,407,,,,407,,444,8,Mary Immaculate College,,,
1087,Education,"Education, Gaeilge and Business Studies",MI012,387,,,,387,,451,8,Mary Immaculate College,,,
1088,Education,"Education, Mathematics and Gaeilge",MI013,509,,,,509,,543,8,Mary Immaculate College,,,
1089,Education,"Education, Mathematics and Business Studies",MI014,476,,,,476,,531,8,Mary Immaculate College,,,
1090,Welfare,Counselling and Psychotherapy,CI110,292,,,,292,,368,8,Irish College of Humanities & Applied Sciences,,,
1091,Welfare,Counselling and Psychotherapy with Addiction Studies,CI111,290,,,,290,,356,8,Irish College of Humanities & Applied Sciences,,,
1092,Welfare,Counselling and Psychotherapy with Youth Studies,CI112,325,,,,325,,388,8,Irish College of Humanities & Applied Sciences,,,
1093,Arts,"Art and Design (Common Entry, portfolio)",LC110,794,,,,794,,981,8,Limerick Institute of Technology,#,,
1094,Arts,Fashion and Textiles for Product and Costume (portfolio),LC114,914,,,,914,,933,8,Limerick Institute of Technology,#,,
1095,Education,"Art and Design Teacher Education (LIT and UL, portfolio)",LC115,993,,,,993,,1058,8,Limerick Institute of Technology,#,,
1096,Business and administration,Digital Marketing,LC220,263,,,,263,,322,8,Limerick Institute of Technology,,,
1099,Law,Law and Taxation,LC223,331,,,,331,,410,8,Limerick Institute of Technology,,,
1100,Business and administration,Accounting and Finance,LC224,300,,,,300,,356,8,Limerick Institute of Technology,,,
1101,Business and administration,Marketing and Management,LC225,298,,,,298,,376,8,Limerick Institute of Technology,,,
1102,Business and administration,Enterprise and Innovation,LC226,255,,,,255,,327,8,Limerick Institute of Technology,,,
1105,Information and Communication Technologies (ICTs),Software Development,LC233,280,,,,280,,348,8,Limerick Institute of Technology,,,
1106,Information and Communication Technologies (ICTs),Immersive Digital Media and Spatial Computing,LC234,226,,,,226,,342,8,Limerick Institute of Technology,,,
1108,Information and Communication Technologies (ICTs),Internet Systems Development,LC236,260,,,,260,,305,8,Limerick Institute of Technology,,,
1109,Information and Communication Technologies (ICTs),Computer Networks and Systems Management,LC239,317,,,,317,,378,8,Limerick Institute of Technology,,,
1110,Architecture and construction,Construction Management,LC241,326,,,,326,,387,8,Limerick Institute of Technology,,,
